,district,HouseType,Building,Object status,Location of the house,Object location,House type,The floor,Usable area,Land area,Parking,Year of reconstruction,Water,Transport,Energy efficiency of the building,Equipment,Lift,companyName,proximityIndex,Index,Built-up area,Store,Garage,Gas,Garden area,Year of approval,Swimming pool,Cena,Floor area,Indicator of energy efficiency of the building,Certificate of energy performance of the building,Barrier-free,Ceiling height,Housing costs,Number of flats,Starting price,Expert opinion,Minimum bid,Auction principal,Type of auction,Place of auction,The date of the auction,The date of the 1st inspection,The date of the 2nd inspection,Auction decree,Expert opinion.1,Pool area,Condition,Date of completion of construction,Soil construction,Sale start date,Inspection date,Inspection date to,Minimum purchase price,Share size,Number of owners,locationLat,locationLong,price,lokální plynové,heating_unknown,ústřední plynové,lokální tuhá paliva,jiné,lokální elektrické,ústřední tuhá paliva,ústřední elektrické,ústřední dálkové,podlahové,veřejná kanalizace,jímka,čov pro celý objekt,septik,garbage_unknown,trativod,230v,400v,electricity_unknown,120v,telecommunication_unknown,telefon,internet,kabelové rozvody,satelit,kabelová televize,ostatní,communication_unknown,asfaltová,neupravená,dlážděná,betonová,zpevněná,šotolina,štěrková,provize,právního,dph,poplatků,cena k jednání
14024,uherske-hradiste,"projekty-na-klic
",Dřevěná,Ve výstavbě,Samostatný,Klidná část obce,Patrový,2,106,1345.0,,,Studna,,Třída A - Mimořádně úsporná,,,HOME 4 PEOPLE - Ready,2100.5333333333333,14496,76.0,,,,,,,,106.0,"46,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,49.0989297,17.547921,13832357,,,,,,,,,,True,,True,,,,,True,,,,True,,,,,,,True,,,,,,,,,,True,,
7626,pisek,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,3 včetně 1 podzemního,392,816.0,,,Dálkový vodovod,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,Částečně,0.0,Quantum reality,819.1111111111111,7892,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.3140726,14.1265609,13360000,,,,,True,,,True,,,True,,,,,,True,True,,,,,,,,True,,,True,,True,,,,,True,True,,,
7968,strakonice,"chalupy
",Smíšená,Velmi dobrý,,Polosamota,Přízemní,2. podlaží z celkem 2 včetně 1 podzemního,464,4979.0,,,Studna,,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,,0.0,"MÜLLER - REALITY / IMMOBILIEN, s.r.o.",3064.6470588235293,8244,366.0,17 m2,1.0,,3840.0,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1314731,14.1235077,9450000,,,,,,True,,,,,,,,True,,,,True,,,,,True,,,,,,,,,,True,,,,,,,
7426,jindrichuv-hradec,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,,Přízemní,,150,656.0,,,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,Částečně,,Quantum reality,783.7272727272727,7684,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1566142,15.1979956,6500000,,,,,,,True,,,,,,,,True,,True,True,,,True,,,,,,,,True,,,,,,,True,True,,,
8578,pelhrimov,"rodinne-domy
",Montovaná,Dobrý,Řadový,Klidná část obce,Patrový,1. podlaží z celkem 2,140,396.0,1.0,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída E - Nehospodárná,Částečně,,Fincentrum Reality,717.7,8869,128.0,8 m2,,,268.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.4172344,15.1167459,3200000,,,,,,,True,,,,True,,,,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
7063,ceske-budejovice,"rodinne-domy
",Smíšená,Před rekonstrukcí,Řadový,Polosamota,Přízemní,,120,356.0,,,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,Částečně,0.0,RK Stejskal.cz,2928.083333333333,7307,90.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8068675,14.7081894,3190000,,,,True,,,,,,,,,,True,,,True,True,,,True,,,,,,,,True,,,,,,,True,True,,,
4498,melnik,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Přízemní,,148,803.0,2.0,,Dálkový vodovod,"Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,1,0.0,Miloslava Rambousková,1922.571428571429,4631,186.0,,1.0,,617.0,2010.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,50.3083469,14.5210033,11500000,,,,True,,,,,,,True,,,,,,True,True,,,,,,True,,,True,True,,,,,,,,True,True,True,True,True
5029,nymburk,"rodinne-domy
",Cihlová,Novostavba,Samostatný,Klidná část obce,Patrový,2,153,1441.0,2.0,,Místní zdroj,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,,,Aivengo,2816.454545454545,5177,111.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1931175,15.1487488,11990000,,True,,,,,,,,,True,,,,,,,True,,,True,,,,,,,,True,,True,,,,,,,,,
12038,brno,"rodinne-domy
",Cihlová,Dobrý,Řadový,,Patrový,,132,132.0,,,Dálkový vodovod,"Dálnice, Silnice, MHD",Třída G - Mimořádně nehospodárná,,,BRAVIS REALITY s.r.o.,914.2631578947368,12436,,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2137622,16.6944934,7500000,,True,,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,True
251,karlovy-vary,"rodinne-domy
",Cihlová,Po rekonstrukci,Samostatný,,Patrový,2,200,619.0,1.0,,Dálkový vodovod,"Vlak, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,1,,VOYTA Reality,451.53333333333336,255,156.0,1,1.0,Plynovod,463.0,,,,200.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.3184849,12.7453502,8900000,,,True,,,,,,,,True,,,,,,True,True,,,,,True,,,True,,,True,,,,,,,,,,,
15411,ostrava,"rodinne-domy
",Cihlová,Novostavba,Řadový,Klidná část obce,Patrový,2,140,481.0,2.0,,Dálkový vodovod,"Vlak, Dálnice, Silnice, MHD",Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,Částečně,,Kaktus reality s.r.o.,1954.210526315789,15950,175.0,,1.0,Plynovod,,,,,,,Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,49.803451,18.163497,7890000,True,,,True,,,,,,True,,,,,True,,,,True,,True,,,,,,,,True,,,,,,,,,,,
359,karlovy-vary,"rodinne-domy
",Cihlová,Novostavba,,,Patrový,2,229,1110.0,1.0,,Dálkový vodovod,"Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,1,,Carlsbad Investment s.r.o.,2206.3846153846152,363,,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.290869,12.8584379,13490000,True,,,,,,,,,,True,,,,,,,,True,,True,,,,,,,,True,,,,,,,,,,,
12963,vyskov,"rodinne-domy
",Cihlová,Velmi dobrý,V bloku,Okraj obce,Patrový,2,120,573.0,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,RE/MAX Magnum,1618.142857142857,13396,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Rezervováno,,,,,,,,,49.1774879,16.8121367,6000000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,True,,,,
4416,melnik,"rodinne-domy
",Cihlová,Dobrý,,Klidná část obce,Patrový,2 včetně 1 podzemního,220,270.0,,,Dálkový vodovod,"Vlak, MHD",Třída G - Mimořádně nehospodárná,Částečně,,New Home Reality s.r.o.,2180.055555555556,4542,,,,Plynovod,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2355342,14.5569352,5990000,,,,True,,,,True,,,True,,,,,,,,True,,True,,,,,,,,True,,,,,,,,,,,
2859,decin,"pamatky-jine
",Cihlová,Před rekonstrukcí,Samostatný,Klidná část obce,Patrový,2 včetně 1 podzemního,1800,1735.0,,2020.0,"Dálkový vodovod, Studna","Vlak, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0.0,Iveta Jakubíková-reality,1882.2142857142856,2932,1717.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.9650761,14.3628271,3700000,,,,True,,,True,,,,,True,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
5269,praha-zapad,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,2,200,250.0,,,,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,,,SOUKUP & PARTNERS s.r.o.,897.6,5426,150.0,,1.0,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0233623,14.2138924,9990000,True,,,,,,,,,,True,,,,,,True,,,,,True,True,,,,True,True,,,,,,,,,,,,
10226,jicin,"rodinne-domy
",Smíšená,Před rekonstrukcí,,Klidná část obce,Přízemní,,73,1523.0,,,"Dálkový vodovod, Studna","Silnice, Autobus",Třída G - Mimořádně nehospodárná,,,Nemovitosti s radostí,1831.909090909091,10558,120.0,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3773939,15.4691251,2270000,,,,True,,,,,,,,,,True,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
14097,vsetin,"rodinne-domy
",Dřevěná,Velmi dobrý,Řadový,Klidná část obce,Přízemní,2. podlaží z celkem 2,207,841.0,1.0,,,"Vlak, Silnice, MHD, Autobus",Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,Částečně,,Progresunion s.r.o.,846.7058823529412,14571,100.0,,1.0,,741.0,2016.0,,,,"103,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,49.3387702,18.0138892,8990000,,,,True,,True,,,,,True,,,,,,True,,,,,,True,,True,,,,True,,,,True,,,,,,,
12182,brno-venkov,"rodinne-domy
",Smíšená,Ve výstavbě,Řadový,Klidná část obce,Patrový,2,124,599.0,1.0,,Dálkový vodovod,"Silnice, Autobus",Třída B - Velmi úsporná,0,0.0,Winning Estate s.r.o.,1939.7058823529408,12585,,,1.0,Plynovod,599.0,2022.0,,,,,Zobrazit průkaz energetické náročnosti budovy,0.0,,,,,,,,,,,,,,,,,31.08.2022,,,,,,,,49.1246649,16.3329354,8790000,,,True,,,,,,,,True,,,,,,True,,,,,True,True,,,,,,,,True,,,,,,,,,
1897,teplice,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,3,153,9299.0,1.0,,Místní zdroj,"Vlak, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,,0.0,Sobreality,1055.388888888889,1935,99.0,,,,,,,,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6384053,13.8015743,12250000,,,,,,,,True,,,True,,,,,,True,True,,,True,,,,,,,,True,,True,,True,,,,,,,
11228,liberec,"rodinne-domy
",Cihlová,V rekonstrukci,Samostatný,Klidná část obce,Patrový,,200,1017.0,1.0,,Místní zdroj,,,,,Reality Investors,993.9,11593,115.0,1,1.0,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7426145,15.0790209,4450000,,True,,,,,,,,,,,,True,,True,,,True,,True,,,,,,,,True,,,,,,,,,,,
4129,kutna-hora,"rodinne-domy
",Smíšená,Dobrý,Samostatný,Klidná část obce,Přízemní,1,50,293.0,,,Místní zdroj,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0,,NEXT REALITY PARDUBICE,2561.785714285714,4248,115.0,4 m2,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.77638,15.09415,1199000,,,,True,,True,,,,,True,,,True,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,
6182,rakovnik,"chaty
",Smíšená,Před rekonstrukcí,Samostatný,Klidná část obce,Přízemní,1,50,397.0,,,Studna,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Částečně,,RE/MAX G8 Reality,1356.0,6376,72.0,20 m2,,Individuální,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0860033,13.4671688,1299000,,True,,,,,,,,,,True,,,,,True,,,,True,,,,,,,True,,,,,,,,,,,,
5515,praha-zapad,"rodinne-domy
",Cihlová,Novostavba,Samostatný,,Patrový,2,101,124.0,1.0,,,,Třída G - Mimořádně nehospodárná,,,ECOBBE Group s.r.o.,1269.0666666666666,5686,101.0,,,,,,,,101.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0878353,14.2111098,9990000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
3235,benesov,"rodinne-domy
",Cihlová,Novostavba,Samostatný,Klidná část obce,Patrový,,113,253.0,1.0,,,,Třída G - Mimořádně nehospodárná,,,EVROPA realitní kancelář PRAHA,1956.875,3328,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7507473,14.4159001,18798000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,True,True,,,
4228,kutna-hora,"rodinne-domy
",Cihlová,Po rekonstrukci,Samostatný,,Přízemní,1,205,696.0,5.0,,Studna,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,1,,"Roltin s.r.o.– Qara, s.r.o.",1911.3333333333333,4351,225.0,44 m2,1.0,,471.0,,,,103.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.8807616,15.1488028,4950000,,,,,,,True,True,,,,True,,,,,True,True,,,,,True,,,,,,True,,,,,,,,,,,
8966,zdar-nad-sazavou,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,2 včetně 1 podzemního,190,920.0,,2020.0,Dálkový vodovod,"Vlak, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,Částečně,,Cortes Capital,1342.111111111111,9266,95.0,50 m2,1.0,Plynovod,700.0,1963.0,,,200.0,,,,,6000,,,,,,,,,,,,,,,,,01.08.2022,,,,,,49.5660235,15.9016868,7450000,,,True,,,,True,,,,True,,,,,,,True,,,,,True,,,,,,True,,,,,,,,,,,
6874,praha-10,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,,Patrový,3,377,984.0,3.0,,,,Třída G - Mimořádně nehospodárná,0,0.0,ENGEL & VÖLKERS,1043.0,7106,173.0,,2.0,,811.0,,,,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0562117,14.4855736,26990000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
1599,domazlice,"rodinne-domy
",Smíšená,Dobrý,Řadový,Centrum obce,Patrový,1. podlaží z celkem 2 včetně 1 podzemního,400,445.0,1.0,,Dálkový vodovod,"Vlak, Silnice",Třída G - Mimořádně nehospodárná,1,,Fincentrum Reality,459.25,1629,160.0,40 m2,,Plynovod,200.0,,,,350.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.5104244,12.8018649,4400000,,,,,,,True,,,,True,,,,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,
7751,pisek,"chaty
",Dřevěná,Dobrý,Samostatný,Okraj obce,Přízemní,,20,1762.0,,,Místní zdroj,,Třída G - Mimořádně nehospodárná,0,,JUSTO Realbox,1357.5,8021,,,,,1762.0,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.30768295,14.146695792590727,2645000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
8843,trebic,"chalupy
",Cihlová,Velmi dobrý,Samostatný,,Patrový,,106,2037.0,,,Místní zdroj,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0,,NEXT REALITY VYŠKOV,2602.277777777778,9140,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.1888336,15.8785047,9490000,,,,True,,,,,,,,,,True,,,,,True,,True,,,,,,,True,,,,,,,,True,,,,
2376,litomerice,"rodinne-domy
",Cihlová,Dobrý,Rohový,Klidná část obce,Patrový,3 včetně 1 podzemního,340,688.0,,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,508.5882352941176,2433,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5434962,14.1154428,10900000,True,,,,,,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
10288,jicin,"chalupy
",Cihlová,Před rekonstrukcí,Samostatný,Okraj obce,Přízemní,1,97,684.0,2.0,,"Dálkový vodovod, Studna","Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Částečně,,RE/MAX Eso,1418.9,10620,110.0,,,Plynovod,522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3844348,15.3700194,1790000,,,,True,,,,,,,,,,,True,,True,,,,,True,True,,,,,,True,,,,,,,True,True,,,
4483,melnik,"rodinne-domy
",Montovaná,Dobrý,Řadový,Okraj obce,Patrový,,156,371.0,,,Dálkový vodovod,"Vlak, Dálnice, Autobus",Třída G - Mimořádně nehospodárná,,,Reality a finance bez-starostí,1806.571428571429,4616,,20 m2,1.0,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3086408,14.3187931,4490000,,,True,,,,,,,,True,,,,,,True,,,,,,True,,,True,,,True,,,,,,,True,True,,,
6061,rakovnik,"rodinne-domy
",Smíšená,Před rekonstrukcí,Samostatný,Centrum obce,Přízemní,1 včetně 1 podzemního,137,144.0,1.0,,Dálkový vodovod,"Dálnice, Silnice, Autobus",,0,,CFIG Real Estate,2106.428571428572,6255,139.0,24 m2,,Plynovod,,,,,137.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,11.07.2022,11.07.2022 10:00,22.12.2022 18:00,,,,50.1469504,13.7430587,2390000,,,True,,,,,True,,,True,,,,,,True,True,,True,,True,True,,True,,,,,,,True,,,,,,,,
14390,bruntal,"rodinne-domy
",Smíšená,Dobrý,Samostatný,Okraj obce,Patrový,2,246,1236.0,,2011.0,Dálkový vodovod,"Vlak, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,Částečně,0.0,KUREČKA REALITY,1408.6153846153843,14873,275.0,,1.0,Plynovod,961.0,,,,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1635339,17.5672631,3700000,,,True,,,,,,,,,True,,,,,,True,,,,,True,,,,,,True,,,,,,,,,,,
7383,cesky-krumlov,"chaty
",Smíšená,Dobrý,,,Patrový,2,90,482.0,1.0,,Studna,Silnice,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,Částečně,0.0,KONTAKT SERVIS CZ,2008.5833333333333,7639,52.0,,,,430.0,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9063822,14.302787,3790000,,,,,,,True,,,,,,,True,,,,True,,,True,,,,,,,,,True,,,,,,,,,,
3593,beroun,"chaty
",Cihlová,Dobrý,Samostatný,Klidná část obce,Přízemní,1,67,1591.0,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,,RE/MAX G8 Reality,911.5882352941176,3694,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9201964,14.2012836,9990000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
13151,olomouc,"vicegeneracni-domy
",Smíšená,Velmi dobrý,Řadový,Centrum obce,Patrový,2,360,1951.0,,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,REALITY PRORADOST Luďka Staříková,2451.8571428571427,13590,200.0,19 m2,2.0,Plynovod,955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7639048,17.2409399,7880000,,,True,True,,,,True,,,True,,,,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
11155,jablonec-nad-nisou,"vily
",Cihlová,Po rekonstrukci,Samostatný,,Patrový,3,281,1198.0,5.0,2022.0,Místní zdroj,"Vlak, Silnice, Autobus",Třída E - Nehospodárná,1,0.0,"Broker Consulting, a.s.",1068.2,11516,274.0,,1.0,,,,,,235.0,,Zobrazit průkaz energetické náročnosti budovy,0.0,,6000,,,,,,,,,,,,,,,,,,,,,,,50.7412079,15.246228,17500000,,,,,,True,,,,,,,True,,,,True,,,,,,True,True,,True,,,True,,,,,,,,,,,
12230,brno-venkov,"rodinne-domy
",Cihlová,Dobrý,Rohový,,Přízemní,1,114,797.0,1.0,,Dálkový vodovod,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,Částečně,,Realitní kancelář Ivančice - MORAVSKÁ REALITNÍ,1969.058823529412,12637,231.0,1,1.0,Plynovod,518.0,,,,114.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.1246649,16.3329354,5670000,,,True,,,,,,,,True,,,,,,True,True,,,,True,True,,,True,,,True,,,,,,,,,,,
3294,benesov,"chaty
",Dřevěná,Dobrý,Samostatný,Polosamota,Přízemní,2 včetně 1 podzemního,42,1336.0,2.0,,,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,532.4615384615385,3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8729023,14.8020685,2500000,,,,True,,,,,,,,,,,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,
14214,zlin,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Centrum obce,Přízemní,1,154,891.0,,2015.0,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,1,0.0,M&M reality,403.2352941176471,14692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0997324,17.7577004,7800000,True,,,,,,,,True,,True,,,,,,True,,,True,True,,,,,,,True,,,,,,,,,,,,
12917,vyskov,"rodinne-domy
",Cihlová,Novostavba,Samostatný,Klidná část obce,Patrový,2,144,837.0,,,Dálkový vodovod,,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,0,,Dreams Realitní Kancelář,1505.2142857142858,13350,127.0,,1.0,,,,,,,,Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,49.2333461,16.9183681,11900000,,True,,,,,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,True,,,
4733,mlada-boleslav,"rodinne-domy
",Smíšená,Dobrý,Samostatný,,Patrový,2,120,800.0,,,,,Třída G - Mimořádně nehospodárná,,,Dům realit - RK Fair Play Reality - Marie Tordová,558.3,4874,165.0,1,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3654112,14.7965792,90420000,,,,,True,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
656,tachov,"rodinne-domy
",Smíšená,Dobrý,Samostatný,Klidná část obce,Přízemní,1 včetně 1 podzemního,397,13711.0,,,Dálkový vodovod,Autobus,,,,Molík reality,3146.777777777778,668,397.0,1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,49.7962941,12.5503857,4000000,,,,True,,,,,,,,True,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
732,tachov,"projekty-na-klic
",Montovaná,Projekt,Samostatný,,Patrový,2,97,1.0,,,,,Třída B - Velmi úsporná,,,Martin Chour,288.8235294117647,746,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6718521,12.5574971,2540000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
551,sokolov,"rodinne-domy
",Smíšená,Velmi dobrý,Řadový,,Přízemní,,270,300.0,,,,,Třída G - Mimořádně nehospodárná,,,Realitní Samoobsluha,2337.8,558,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3566534,12.5263994,10121000,,,,,True,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,True,,,,
7448,jindrichuv-hradec,"rodinne-domy
",Cihlová,Dobrý,Samostatný,,Patrový,,110,1166.0,,,,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0,,NEXT REALITY JINDŘICHŮV HRADEC,2591.1176470588234,7706,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.1709924,15.0569881,6990000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
14604,frydek-mistek,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,,Patrový,,250,14660.0,,,Místní zdroj,,Třída G - Mimořádně nehospodárná,,,4fin Reality Better together Třinec - 1. máje,1797.8461538461538,15094,502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6363495,18.7204916,3100000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,True,True,,True,
1439,klatovy,"rodinne-domy
",Smíšená,Před rekonstrukcí,Samostatný,Centrum obce,Patrový,,325,2752.0,,,"Dálkový vodovod, Studna","Silnice, Autobus",Třída G - Mimořádně nehospodárná,,,Reality Honzíková,3038.8125,1466,754.0,1,,,1198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.387775,13.3555207,2690000,,,,True,,,,True,,,True,,,,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,
4830,mlada-boleslav,"chalupy
",Cihlová,Velmi dobrý,Samostatný,Okraj obce,Patrový,2,190,478.0,,,Dálkový vodovod,Silnice,Třída D - Méně úsporná č. 264/2020 Sb. podle vyhlášky,Částečně,,RE/MAX Partner,2835.555555555556,4971,260.0,1,,,,,,,,"116,0 kWh/m^2 za rok",Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,50.5691486,14.9256846,6500000,,,,,,,True,,,,,,,True,,,True,True,,,,,True,,,,,,True,,,,,,,,,,,
14923,karvina,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,,Patrový,,195,572.0,,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0,,NEXT REALITY BRANCH,1358.625,15438,195.0,1,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.8958672,18.5477896,2900000,True,,,,,,,,,,,,,True,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
2763,decin,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,,Patrový,,120,980.0,,,"Místní zdroj, Dálkový vodovod",,Třída G - Mimořádně nehospodárná,Částečně,,EU - Grand Reality,406.3333333333333,2830,,,,,,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9145647,14.5062621,4490000,,,,,,,True,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
