,district,HouseType,Building,Object status,Location of the house,Object location,House type,The floor,Usable area,Land area,Parking,Year of reconstruction,Water,Transport,Energy efficiency of the building,Equipment,Lift,companyName,proximityIndex,Index,Built-up area,Store,Garage,Gas,Garden area,Year of approval,Swimming pool,Cena,Floor area,Indicator of energy efficiency of the building,Certificate of energy performance of the building,Barrier-free,Ceiling height,Housing costs,Number of flats,Starting price,Expert opinion,Minimum bid,Auction principal,Type of auction,Place of auction,The date of the auction,The date of the 1st inspection,The date of the 2nd inspection,Auction decree,Expert opinion.1,Pool area,Condition,Date of completion of construction,Soil construction,Sale start date,Inspection date,Inspection date to,Minimum purchase price,Share size,Number of owners,locationLat,locationLong,price,lokální plynové,heating_unknown,ústřední plynové,lokální tuhá paliva,jiné,lokální elektrické,ústřední tuhá paliva,ústřední elektrické,ústřední dálkové,podlahové,veřejná kanalizace,jímka,čov pro celý objekt,septik,garbage_unknown,trativod,230v,400v,electricity_unknown,120v,telecommunication_unknown,telefon,internet,kabelové rozvody,satelit,kabelová televize,ostatní,communication_unknown,asfaltová,neupravená,dlážděná,betonová,zpevněná,šotolina,štěrková,provize,právního,dph,poplatků,cena k jednání
11973,brno,"rodinne-domy
",Cihlová,Po rekonstrukci,Samostatný,,Patrový,3,180,201.0,,,Dálkový vodovod,MHD,Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,,,Diamant real s. r. o.,643.6,12364,132.0,35 m2,,,69.0,,,,180.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.1977133,16.6361808,18600000,,,,,,True,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
13426,jesenik,"vicegeneracni-domy
",Cihlová,Dobrý,Řadový,,Patrový,3,390,343.0,1.0,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,1,,Vlastimil Dřímal - realitní služby,351.7857142857143,13876,180.0,,,Plynovod,400.0,,,,390.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.2627945,17.3965012,2999999,,,,,,,True,,,,True,,,,,,,,True,,,True,True,,True,,,,True,,,,True,,,,,,,
15221,opava,"rodinne-domy
",Cihlová,Po rekonstrukci,Samostatný,,Patrový,2 včetně 1 podzemního,220,70.0,,,,,Třída G - Mimořádně nehospodárná,,,"Broker Consulting, a.s.",1795.0,15751,,1,1.0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,49.990252,18.1191267,4499000,,True,,,,,,,,,,,,,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,
55,cheb,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,,Patrový,2,129,1103.0,,,Dálkový vodovod,,Třída G - Mimořádně nehospodárná,Částečně,0.0,Jaroš & Partners Real Estate,1895.4444444444443,56,119.0,,1.0,Plynovod,984.0,2007.0,,,120.0,,,,,,,,,,,,,,,,,,,Rezervováno,,,,,,,,,50.1059488,12.3649583,5990000,,,True,,True,,,,,,True,,,,,,True,,,,True,,,,,,,True,,,,,,,,True,True,,,
14286,zlin,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Centrum obce,Přízemní,2,350,500.0,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,Progresunion s.r.o.,3141.6666666666665,14764,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1498683,17.9534454,4650000,,True,,,,,,,,,,True,,True,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
1966,teplice,"chaty
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Přízemní,1 včetně 1 podzemního,276,292.0,,,,,,,,Molík reality,866.4444444444445,2007,16.0,8 m2,,,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5397615,13.7727565,1200000,,True,,,,,,,,,,,,,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,
2718,decin,"rodinne-domy
",Cihlová,Ve výstavbě,Samostatný,,Patrový,,150,806.0,,,,,Třída G - Mimořádně nehospodárná,,,EU - Grand Reality,747.5555555555555,2785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9517739,14.5569317,1650000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
7167,ceske-budejovice,"chalupy
",Smíšená,Dobrý,Řadový,Klidná část obce,Patrový,,106,206.0,,2003.0,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná,Částečně,,RK Stejskal.cz,2357.2,7416,81.0,1,,"Individuální, Plynovod",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9206362,14.528646,4280000,True,,,True,,,,,,,True,,,,,,True,True,,,,,True,,,,,,True,,,,,,,True,True,True,,
10739,trutnov,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Patrový,,240,1390.0,,,Místní zdroj,"Silnice, MHD",Třída G - Mimořádně nehospodárná,,,kupananas.cz,2296.5714285714284,11085,,1,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6645862,15.9509617,4890000,,,,True,,,,,,,,,,True,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
2420,litomerice,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,,341,5327.0,1.0,,Dálkový vodovod,"Dálnice, Silnice, Autobus",Třída G - Mimořádně nehospodárná,,,Znalecká a poradenská kancelář s.r.o.,816.0909090909091,2480,,,1.0,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3734291,14.2680436,9990000,,,True,,,,True,,,,True,,,,,,True,,,,True,,,,,,,True,,,,,,,,,,,,
4904,nymburk,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Centrum obce,Patrový,2,414,471.0,,,Místní zdroj,"Dálnice, Silnice, Autobus",Třída G - Mimořádně nehospodárná,,,SOUKUP & PARTNERS s.r.o.,1956.3529411764705,5048,330.0,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1643049,14.8748605,7990000,,,True,,,,,,True,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
7460,jindrichuv-hradec,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,Klidná část obce,Přízemní,1,110,443.0,,2005.0,"Místní zdroj, Dálkový vodovod",,Třída G - Mimořádně nehospodárná,Částečně,0.0,PROFINEX.CZ Real Estate,2611.333333333333,7718,230.0,,1.0,Individuální,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.909091,14.915062,3200000,,,,,,,True,,,,True,,,True,,,True,True,,,True,,,,,,,,True,,,,,,,True,True,True,True,
6948,praha-10,"rodinne-domy
",Cihlová,Novostavba,Řadový,Klidná část obce,Patrový,3,278,392.0,,,Dálkový vodovod,,Třída B - Velmi úsporná,,,Radek Procyk - 7team,762.9047619047619,7188,102.0,1,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0677359,14.5178525,22900000,,,,,True,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
6378,praha-5,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,,Patrový,3,170,446.0,1.0,,Dálkový vodovod,"Silnice, MHD, Autobus",,,,Milan Škoda - QARA s.r.o.,960.4761904761904,6583,67.0,1,1.0,Plynovod,446.0,,,,150.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0621157,14.3825946,16990000,,,,,,,,,True,,True,,,,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,
171,cheb,"chaty
",Cihlová,Velmi dobrý,Samostatný,Centrum obce,Přízemní,1,28,470.0,,,Studna,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,Euro Reality Plzeň,737.9,174,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0269173,12.620145802345025,899000,,True,,,,,,,,,,,,,True,,,,,True,True,,,,,,,True,,,,,,,,,,,,
3302,benesov,"chaty
",Cihlová,Dobrý,Samostatný,Samota,Patrový,2,50,1040.0,1.0,,,,,Částečně,,Finpos realitní kancelář s.r.o.,2918.5,3395,36.0,,,,1004.0,,,,50.0,,,0.0,,,,,,,,,,,,,,,,Rezervováno,,,,,,,,,49.7231666,14.9500494,1925000,,,,True,,,,,,,,True,,,,,True,,,,True,,,,,,,,,True,,,,,,True,True,,,
569,sokolov,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Polosamota,Patrový,2 včetně 1 podzemního,120,354.0,3.0,,Místní zdroj,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,1,,Planetareality,2337.8,578,55.0,1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,50.3566534,12.5263994,4190000,,,,True,,,True,,,,,,,True,,,True,True,,,True,,,,,,,,,True,,,True,,,,,,,True
4359,melnik,"rodinne-domy
",Cihlová,Novostavba,Samostatný,Klidná část obce,Patrový,2,179,762.0,2.0,,Dálkový vodovod,,Třída B - Velmi úsporná,0,0.0,Stars reality,1527.1764705882354,4483,,,1.0,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2734372,14.3433081,14500000,,,True,,,,,,,,True,,,,,,True,True,,,,,True,,,,,True,,,,,,,,True,True,,,
10365,nachod,"rodinne-domy
",Cihlová,Velmi dobrý,,,Přízemní,,109,1000.0,1.0,,Dálkový vodovod,,,1,,Bc. Tomáš Pešava,1876.928571428572,10698,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3126335,16.088583,7490000,,,True,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
3074,benesov,"rodinne-domy
",Skeletová,Velmi dobrý,Řadový,Centrum obce,Přízemní,1,200,1600.0,,,"Místní zdroj, Dálkový vodovod",,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0,,RE/MAX Horizont,3107.058823529412,3163,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8210188,14.7342067,8990000,,True,,,,,,,,,True,,,,,,True,,,,True,,,,,,,True,,,,,,,,True,True,,,
13630,sumperk,"rodinne-domy
",Smíšená,Velmi dobrý,Řadový,Centrum obce,Patrový,3,370,792.0,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0,,RE/MAX Elite Reality,875.0526315789474,14086,533.0,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.977343,16.9759788,19600000,,True,,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
14801,karvina,"rodinne-domy
",Cihlová,Dobrý,Samostatný,,Patrový,2,250,912.0,,,,,,0,0.0,Bidli,541.3529411764706,15302,254.0,,,,912.0,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9106469,18.3595618,5600000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,True,True,,,
8822,trebic,"rodinne-domy
",Cihlová,Před rekonstrukcí,,Centrum obce,Patrový,2 včetně 1 podzemního,385,284.0,,,Místní zdroj,Autobus,Třída G - Mimořádně nehospodárná,0,,Realitní makléř & Finanční poradce Karel Uhlíř,1842.6,9119,242.0,27 m2,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9988458,15.7031214,1500000,,,,True,,,,,,,,,,True,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
6382,praha-5,"rodinne-domy
",Cihlová,Dobrý,Rohový,Klidná část obce,Patrový,,74,177.0,,,Dálkový vodovod,"MHD, Autobus",Třída E - Nehospodárná č. 148/2007 Sb. podle vyhlášky,,0.0,Realog,859.952380952381,6587,,,1.0,Plynovod,,,,,,"95,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,50.0535837,14.3623185,7900000,True,,,,,,,,,,True,,,,,,True,True,,,,,True,,True,True,,,,,,True,,,,True,True,,True,
12118,brno-venkov,"rodinne-domy
",Cihlová,Velmi dobrý,Řadový,Klidná část obce,Přízemní,,160,1265.0,,,"Místní zdroj, Dálkový vodovod, Studna","Dálnice, Silnice, Autobus",Třída G - Mimořádně nehospodárná,0,,SDK REALITY,428.2307692307692,12520,,1,1.0,Individuální,823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2097639,16.7907416,7499000,True,,,True,,,,,,,True,,,,,,True,True,,,True,,,,,,,,True,,,,,,,,True,,,
7025,ceske-budejovice,"rodinne-domy
",Cihlová,Dobrý,Řadový,,Patrový,,180,294.0,2.0,,,,Třída G - Mimořádně nehospodárná,,,RK Stejskal.cz,942.6666666666666,7267,,10 m2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.970738,14.5083145,7600000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
10159,jicin,"rodinne-domy
",Cihlová,V rekonstrukci,Samostatný,Klidná část obce,Patrový,,195,1858.0,,2022.0,Studna,"Vlak, Silnice, Autobus",,Částečně,,L2reality,1701.2666666666669,10489,,8 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4905687,15.1628051,6990000,,,,,,,,True,,,,True,,,,,True,True,,,,,True,,,,,True,,,,,,,,True,True,,,
13728,sumperk,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Přízemní,1,100,694.0,1.0,,,,,,,NOTABLE reality,2432.705882352941,14190,130.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7584839,16.9680296,1400000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
547,sokolov,"rodinne-domy
",Kamenná,Dobrý,Samostatný,,Patrový,2 včetně 1 podzemního,320,1531.0,4.0,,Studna,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,,,Jaroš & Partners Real Estate,2593.8,554,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1676771,12.77436,4400000,,,,,,,,True,,,,,,,True,,True,True,,,,True,,,,,,,True,,,,,,,True,True,,,True
7355,cesky-krumlov,"vily
",Cihlová,Dobrý,Samostatný,,Patrový,3,220,634.0,3.0,,Dálkový vodovod,"Vlak, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,,Lukáš Beťák - QARA,454.5882352941176,7608,131.0,1,1.0,Plynovod,503.0,,,,200.0,"293,0 kWh/m^2 za rok",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,48.8161791,14.3167605,11990000,,,True,,,,True,True,,,True,,,,,,True,True,,,,,True,,True,,,,True,,,,,,,,,,,True
10324,nachod,"rodinne-domy
",Cihlová,Novostavba,Samostatný,Klidná část obce,Přízemní,,141,549.0,3.0,,Místní zdroj,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,Částečně,,Nisa centrum reality,3221.8125,10656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5133373,16.1297012,6990000,,,,True,,,,True,,,,,True,,,,True,True,,,,,True,,,,,,True,,,,,,,,,,,
13398,jesenik,"rodinne-domy
",Montovaná,Dobrý,Samostatný,Centrum obce,Patrový,1,300,1448.0,,,Místní zdroj,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,Realitní kancelář STING,2194.5,13846,164.0,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2819464,17.3386003,1999000,True,,,True,,True,,,,,,,,True,,,,True,,,True,,,,,,,,True,,,,,,,,,,,
14591,frydek-mistek,"rodinne-domy
",Cihlová,Dobrý,Samostatný,,Patrový,2,200,1186.0,,,Dálkový vodovod,"Dálnice, Silnice, Autobus",Třída G - Mimořádně nehospodárná,,,Ladislav Morys,2009.7894736842104,15081,331.0,1,1.0,Plynovod,855.0,,,,200.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.7103576,18.3455824,6589000,,,True,,,,,,,,,,,True,,,True,,,,,,,,,,True,,True,,,,,,,,,,,
9425,pardubice,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Centrum obce,Patrový,2,376,308.0,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,RE/MAX G8 Reality,679.6666666666666,9739,235.0,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0344486,15.7632779,12999000,,True,,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
13702,sumperk,"rodinne-domy
",Montovaná,Velmi dobrý,Samostatný,,Přízemní,,20,20.0,,,,,Třída G - Mimořádně nehospodárná,1,,OSTROV REALIT,423.2105263157895,14164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9655521,16.9705651,1464885,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,True,True,True,True,
9815,usti-nad-orlici,"rodinne-domy
",Cihlová,Dobrý,Samostatný,,Přízemní,1,106,1051.0,,,Dálkový vodovod,"Silnice, Autobus",,,,Realitní kancelář Pohoda,3750.4,10138,202.0,,,,849.0,,,,1051.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.922,16.0959,2390000,,True,,,,,,,,,,True,,,,,True,True,,,True,,,,,,,,,,,,True,,,,,,,
12846,vyskov,"rodinne-domy
",Cihlová,Novostavba,Řadový,Klidná část obce,Přízemní,1,173,1074.0,1.0,,Dálkový vodovod,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,0,0.0,IP Solution Real,1824.3125,13278,,,1.0,Plynovod,835.0,2022.0,,,,"106,0 kWh/m^2 za rok",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.1288189,16.8570718,8990000,,,True,,,,,,,,True,,,,,,True,True,,,,True,True,,,,,,True,,,,,,,True,,,,
5139,praha-zapad,"rodinne-domy
",Cihlová,Novostavba,Řadový,Klidná část obce,Patrový,2,130,223.0,1.0,,Dálkový vodovod,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída C - Úsporná,,,HABITERA,1159.157894736842,5294,87.0,,1.0,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0783841,14.2511447,11323975,,,,,,,,,,True,True,,,,,,True,,,,,,True,True,,,,,True,,,,,,,,,,,
242,karlovy-vary,"rodinne-domy
",Smíšená,Dobrý,Samostatný,,Patrový,2,266,1029.0,2.0,,"Dálkový vodovod, Studna","Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,1,,TOP REALITY,1615.235294117647,245,225.0,10 m2,1.0,Plynovod,790.0,,,,266.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.237177,12.7699929,3990000,True,,,True,,,,,,,True,,,,,,True,True,,,,,True,,,,,,True,,,,,,,,,,,
6847,praha-9,"vicegeneracni-domy
",Cihlová,Dobrý,Samostatný,,Patrový,2,516,1065.0,8.0,,"Dálkový vodovod, Studna","Vlak, Silnice, MHD, Autobus",,,,Realitní Portál,1364.952380952381,7077,220.0,1,1.0,Plynovod,845.0,,,,258.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.1298788,14.5574056,19800000,,,True,,,,,,,,True,,,,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,
6666,praha-8,"rodinne-domy
",Cihlová,Špatný,Rohový,Okraj obce,Patrový,3,134,680.0,,,"Místní zdroj, Dálkový vodovod","Dálnice, Silnice, MHD",Třída G - Mimořádně nehospodárná,,,EVROPA realitní kancelář PRAHA,1760.4,6888,,,,Plynovod,,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1635683,14.4837947,12000000,,True,,,,,,,,,True,True,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
2232,louny,"rodinne-domy
",Kamenná,Velmi dobrý,,Klidná část obce,Patrový,3 včetně 1 podzemního,800,1053.0,10.0,2022.0,"Místní zdroj, Dálkový vodovod","Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,0.0,M&M reality,1135.5555555555557,2283,,1,1.0,,,,,,,"285,0 kWh/m^2 za rok",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,50.28488,13.6623409,6505000,True,,,True,True,,,,True,,True,,,,,,True,True,,,,,True,,,,,True,,,,,,,,,,,,
10827,trutnov,"zemedelske-usedlosti
",Cihlová,Dobrý,Samostatný,Klidná část obce,Přízemní,1. podlaží z celkem 1,600,57290.0,1.0,,Dálkový vodovod,,Třída G - Mimořádně nehospodárná,Částečně,,Fincentrum Reality,2319.333333333333,11176,430.0,,,,55766.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.5890007,15.9857721,8900000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
10461,nachod,"chaty
",Smíšená,Dobrý,,Klidná část obce,Patrový,3 včetně 1 podzemního,32,157.0,2.0,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,734.0,10798,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3460013,16.1541027,1860000,,,,True,,,,,,,,True,,,,,True,True,,True,True,,,,,,,True,,,,,,,,,,,,
13713,sumperk,"rodinne-domy
",Cihlová,Dobrý,Řadový,,Přízemní,1,64,302.0,,,,,,,,BYDLENÍ a DOMOV s.r.o.,835.4444444444445,14175,70.0,,,,232.0,,,,65.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.876991700000005,16.874357374346015,3020000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,True,True,,,
13882,kromeriz,"rodinne-domy
",Cihlová,Dobrý,Řadový,,Patrový,3,164,622.0,2.0,,,,Třída G - Mimořádně nehospodárná,,,Realitní kancelář HEUREKA,703.6470588235294,14348,70.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3286774,17.5880517,3490000,,,,,True,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
3146,benesov,"rodinne-domy
",Smíšená,Velmi dobrý,Samostatný,,Patrový,,210,2058.0,2.0,,Dálkový vodovod,,Třída G - Mimořádně nehospodárná,1,,"Broker Consulting, a.s.",2831.777777777778,3237,141.0,5 m2,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.695522,14.752505,15900000,,,,,,True,,,,,,True,,,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,
5228,praha-zapad,"rodinne-domy
",Cihlová,Velmi dobrý,Řadový,Klidná část obce,Patrový,1. podlaží z celkem 2,107,306.0,1.0,,Dálkový vodovod,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,Částečně,,Fincentrum Reality,1568.3125,5385,65.0,,,Plynovod,240.0,2018.0,,,116.0,,Zobrazit průkaz energetické náročnosti budovy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0550155,14.2227935,10890000,,,True,,,,,,,,True,,,,,,True,True,,,,,True,True,,,,,True,,,,,,,,,,,
10787,trutnov,"chalupy
",Smíšená,Před rekonstrukcí,Samostatný,Klidná část obce,Přízemní,1,120,1403.0,,,"Dálkový vodovod, Studna","Vlak, Dálnice, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0.0,Realitka s.r.o.,2764.6470588235293,11134,,,,Plynovod,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.405206,15.7616379,3490000,,,True,,,,True,,,,,True,,,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
9642,svitavy,"rodinne-domy
",Smíšená,Před rekonstrukcí,Samostatný,Rušná část obce,Přízemní,1 včetně 1 podzemního,261,1369.0,3.0,,Dálkový vodovod,"Vlak, Silnice, Autobus",,0,0.0,Realitní kancelář Zuzana Burdová,398.4705882352941,9961,1046.0,23 m2,,Plynovod,323.0,,,,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7449021,16.4789279,3390000,,,True,,,,,,,,,True,,,,,True,True,,,True,,,,,,,,True,,,,,,,True,True,True,True,
8189,tabor,"vicegeneracni-domy
",Smíšená,Dobrý,,,Patrový,,295,265.0,1.0,,Dálkový vodovod,"Vlak, Silnice, MHD, Autobus",,,,MNnovak.reality,351.27777777777777,8474,,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4141533,14.6587234,5990000,,,True,,,,,,,,True,,,,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
2164,louny,"rodinne-domy
",Montovaná,Dobrý,Samostatný,Klidná část obce,Přízemní,2,163,508.0,,,"Místní zdroj, Dálkový vodovod","Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0,,RE/MAX 4 You,2779.705882352941,2211,107.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3087437,13.4939023,5490000,,,,True,,,,True,,,True,,,,,,True,,,,,True,,,,,,,True,,,,,,,,,,,
10262,jicin,"rodinne-domy
",Smíšená,Před rekonstrukcí,Samostatný,Centrum obce,Přízemní,1,180,1237.0,,,,"Vlak, Dálnice, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,MI Estate,3066.5,10594,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.11.2022 11:13,,,,,50.4716783,15.4706999,2390000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,,,True,,,True,,,,,,,
3084,benesov,"rodinne-domy
",Cihlová,Novostavba,V bloku,Okraj obce,Přízemní,,98,616.0,,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,0,,VPI REAL ESTATE,1561.1333333333334,3173,117.0,,,,,,,,,"104,0 kWh/m^2 za rok",Zobrazit průkaz energetické náročnosti budovy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.67269,14.6384494,7893000,,True,,,,,,,,,True,,,,,,True,,,,,,True,,,,,,,,True,,,,,True,True,True,True,
8901,zdar-nad-sazavou,"rodinne-domy
",Cihlová,Velmi dobrý,,,Patrový,2,146,1204.0,,,Místní zdroj,"Silnice, MHD",Třída G - Mimořádně nehospodárná,,,YD HOME,2464.214285714286,9198,,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5751463,16.3804806,4490000,,,True,,,,,,,,,,,True,,,True,True,,,True,,,,,,,True,,,,,,,,True,,,,
12785,hodonin,"rodinne-domy
",Smíšená,Dobrý,Řadový,Okraj obce,Přízemní,1,301,512.0,1.0,,,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,,,"Reality GAIA, spol. s r.o.",1599.7692307692307,13214,301.0,1,,,,,,,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0092077,17.0474049,3750000,,,True,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,True,,,,
